Sequencial; Receitas
140000000603; 1448
140000000604; 257850
140000000605; 20344.43
140000000606; 131338.98
140000000607; 11500
140000000608; 92003
140000000609; Sem prestacao
140000000610; 17000
140000000611; Sem prestacao
140000000612; 7375.43
140000000613; 16498.91
140000000614; 126948
140000000615; 54965.43
140000000616; 20020
140000000617; 1000
140000000618; Sem lancamento
140000000619; 10282.43
140000000620; 1070
140000000621; 700
140000000622; 1232.43
140000000624; 1448
140000000625; Sem prestacao
140000000626; Sem prestacao
140000000627; 1448
140000000683; 300
140000000684; 1800
140000000685; 4955
140000000686; 570
140000000687; 4885
140000000688; 137112.9
140000000689; 9362.43
140000000690; 11770
140000000691; 720
140000000692; 2440
140000000693; Sem lancamento
140000000694; 5255
140000000695; 800
140000000936; 1948
140000000937; 334110
140000000939; Sem lancamento
140000000940; 971913.14
140000000941; 575913.21
140000000942; 341088.66
140000000943; 2000
140000000944; 348235.62
140000000945; 290591.66
140000000946; Sem lancamento
140000000947; Sem lancamento
140000000949; Sem lancamento
140000000950; Sem lancamento
140000000951; Sem lancamento
140000000952; 100
140000000953; Sem lancamento
140000000954; 100
140000000955; 100
140000000956; Sem lancamento
140000000958; 700
140000000959; Sem lancamento
140000000960; Sem lancamento
140000000961; 183754.35
140000000962; 345320.85
140000000963; 580340.24
140000000964; 2440
140000000965; Sem lancamento
140000000966; 1012671.5
140000000967; 1200
140000000968; 6100
140000000969; 70244.97
140000000970; 26030
140000000971; 302640
140000000972; Sem lancamento
140000000973; 83281.1
140000000813; Sem lancamento
140000000814; Sem prestacao
140000000815; Sem prestacao
140000000816; 15600
140000000817; Sem prestacao
140000000818; 27206.5
140000000819; Sem prestacao
140000000820; 57843.33
140000000821; 36690.21
140000000822; 1835
140000000823; 2700
140000000824; Sem prestacao
140000000825; Sem lancamento
140000000826; 3937.5
140000000827; 2541.2
140000000828; 7031945.48
140000000829; Sem prestacao
140000000746; Sem prestacao
140000000747; Sem prestacao
140000000748; Sem lancamento
140000000749; 656767.4
140000000750; 6550
140000000751; 337807.59
140000000752; Sem lancamento
140000000753; 6900
140000000754; 11450
140000000755; 1448
140000000756; 163000
140000000757; Sem prestacao
140000000758; 4250
140000000759; 443475.55
140000000760; Sem prestacao
140000000761; Sem lancamento
140000000762; Sem lancamento
140000000763; Sem prestacao
140000000764; Sem prestacao
140000000765; Sem prestacao
140000000704; 1262.43
140000000705; Sem lancamento
140000000706; Sem lancamento
140000000707; 350
140000000708; Sem prestacao
140000000709; 308437.48
140000000710; Sem lancamento
140000000711; Sem prestacao
140000000712; 100
140000000713; Sem prestacao
140000000714; Sem prestacao
140000000715; 100
140000000716; 1852.43
140000000717; Sem prestacao
140000000718; 100
140000000719; 1115
140000000720; 5642.43
140000000721; Sem prestacao
140000000722; 1682.43
140000000723; Sem prestacao
140000000724; 18100
140000000725; Sem prestacao
140000000726; 2942.43
140000000727; 9062.43
140000000728; 14347.23
140000000729; Sem prestacao
140000000730; 200
140000000731; Sem lancamento
140000000732; Sem lancamento
140000000733; 100
140000000734; 100
140000000735; 100
140000000736; 2552.43
140000000737; Sem lancamento
140000000738; Sem prestacao
140000000739; Sem prestacao
140000000740; Sem prestacao
140000000741; 530
140000000742; Sem prestacao
140000000743; 100
140000000744; Sem lancamento
140000000745; 1400
140000000766; 2850.43
140000000767; 296314
140000000768; Sem lancamento
140000000769; 3202.43
140000000770; 2722.43
140000000771; 17572.43
140000000772; 12555
140000000773; 21748
140000000774; 14831.18
140000000775; 71505
140000000776; 423095.38
140000000777; 5448
140000000778; 22422.55
140000000779; 4966.93
140000000780; 106675.09
140000000781; Sem prestacao
140000000782; 6218.5
140000000783; 20215.16
140000000934; 538314.84
140000000935; 65261.9
140000001201; 1448
140000000881; 12100
140000000948; 100
140000000894; Sem lancamento
140000001362; Sem lancamento
140000001363; Sem lancamento
140000000667; 10523
140000001202; 5000
140000001203; 5500
140000001204; Sem lancamento
140000001205; 6350
140000000911; 287873.21
140000000886; Sem lancamento
140000000882; 60186.1
140000000898; Sem lancamento
140000000885; Sem lancamento
140000000877; Sem lancamento
140000001013; 324092.97
140000001014; 251423.47
140000001015; 264213.33
140000001016; 77125
140000001017; 16650
140000001018; Sem prestacao
140000001019; 9060
140000001020; Sem lancamento
140000001021; Sem lancamento
140000001022; Sem prestacao
140000001023; Sem prestacao
140000001024; Sem prestacao
140000001025; Sem prestacao
140000001041; 718.72
140000001042; 971
140000000871; 865987.57
140000000872; Sem prestacao
140000000873; Sem prestacao
140000000874; Sem lancamento
140000000875; 1000
140000000878; Sem lancamento
140000000880; 65792
140000000883; Sem lancamento
140000000884; Sem lancamento
140000000887; 68656.14
140000000888; 35450
140000000889; 3500
140000000890; Sem lancamento
140000000891; 8160
140000000892; Sem lancamento
140000000893; Sem lancamento
140000000895; 5980
140000001367; Sem lancamento
140000000897; Sem lancamento
140000000900; 7970
140000000901; Sem lancamento
140000000903; Sem lancamento
140000000904; 91000
140000000906; Sem prestacao
140000000908; 1741
140000000909; 19333
140000000910; Sem lancamento
140000000913; 498000
140000000914; Sem lancamento
140000001368; Sem lancamento
140000001369; Sem lancamento
140000000915; 75827.33
140000000916; 56824.69
140000000917; 324647
140000000918; 91783.33
140000000919; 333015.95
140000000920; 14660.4
140000000921; 133667.46
140000000922; 182633.33
140000000923; 840231.71
140000000924; 114126.68
140000000925; 8150
140000000926; 14000
140000000927; 7230
140000000928; 5800
140000000929; 1200
140000000930; 37575
140000000931; 3000
140000000932; 950984
140000000933; 5500
140000000994; 250789
140000000995; 351500
140000000996; 1230344
140000000997; 2500
140000000998; 340645
140000000999; 81925
140000001000; Sem lancamento
140000001001; 5000
140000001002; 5904
140000001003; 243866
140000001004; Sem prestacao
140000001005; Sem lancamento
140000001006; Sem lancamento
140000001007; 159900
140000001008; Sem lancamento
140000001009; Sem lancamento
140000001010; Sem prestacao
140000001011; 292580.54
140000001012; 5309.9
140000001182; Sem prestacao
140000001183; Sem prestacao
140000000899; Sem lancamento
140000000907; Sem lancamento
140000000896; Sem lancamento
140000000902; Sem lancamento
140000000879; Sem lancamento
140000000987; 117153.34
140000000988; 164620
140000000989; 6000
140000000990; Sem prestacao
140000000991; 65878.89
140000000992; 15250
140000000993; 234850
140000001221; Sem prestacao
140000000912; 73981.76
140000001222; Sem prestacao
140000001223; Sem prestacao
140000001224; Sem prestacao
140000001225; Sem prestacao
140000001226; Sem prestacao
140000001227; Sem prestacao
140000001228; Sem lancamento
140000001229; Sem prestacao
140000001230; Sem prestacao
140000001231; Sem prestacao
140000001232; Sem prestacao
140000000876; Sem lancamento
140000001261; Sem lancamento
140000001262; Sem prestacao
140000000905; Sem lancamento
140000001263; Sem prestacao
140000001264; Sem prestacao
140000001281; 100
140000001043; Sem lancamento
140000001044; Sem prestacao
140000001045; Sem prestacao
140000001046; Sem prestacao
140000001047; 657.92
140000001048; 5518.4
140000001049; 6075
140000001050; 315240
140000001051; 142203.33
140000001052; 15000
140000001053; 33959
140000001054; 25000
140000001055; 10000
140000001056; 6580
140000001081; Sem prestacao
140000001082; Sem lancamento
140000001083; Sem prestacao
140000001084; Sem prestacao
140000001101; 25500
140000001102; Sem prestacao
140000001103; 100
140000001061; Sem lancamento
140000001121; Sem prestacao
140000001122; 1000
140000001123; 2000
140000001124; Sem lancamento
140000001125; Sem lancamento
140000001126; 6550
140000001127; 1000
140000001128; Sem prestacao
140000001129; Sem lancamento
140000001130; 2000
140000001131; 2000
140000001132; Sem lancamento
140000001133; Sem lancamento
140000001134; Sem prestacao
140000001135; 1940
140000001136; Sem lancamento
140000001137; 3000
140000001138; Sem prestacao
140000001139; Sem prestacao
140000001140; Sem lancamento
140000001141; Sem prestacao
140000001142; 5000
140000001143; Sem prestacao
140000001144; Sem prestacao
140000001145; Sem prestacao
140000001146; Sem lancamento
140000001147; Sem prestacao
140000001148; Sem prestacao
140000001149; 200
140000001150; Sem prestacao
140000001161; 5000
140000001162; 6120
140000001163; Sem lancamento
140000001164; Sem prestacao
140000001165; Sem prestacao
140000001166; 3715
140000001167; 3650
140000001181; 47400
140000000974; 694129.95
140000000975; 90903.33
140000000976; 136244
140000000977; Sem prestacao
140000000978; 122318.82
140000000979; 49800
140000000980; Sem prestacao
140000000981; 149416.65
140000000982; 714428.33
140000000983; 1400
140000000984; 25050
140000000985; 196956.45
140000000986; 95022.35
140000001370; 16500
140000001371; 200
140000001381; Sem lancamento
140000001401; 900
140000001421; Sem prestacao
140000001422; 600
140000001423; Sem prestacao
140000001424; Sem prestacao
140000001425; Sem prestacao
150000000171; 104000.64
150000000172; 18866.67
150000000173; 742259.17
150000000174; 300
150000000175; 1091562.32
150000000176; 600
150000000177; 600
150000000178; 1088197.33
150000000179; 259500
150000000180; 40668.88
150000000181; 111830.34
150000000182; 218080.11
150000000184; Sem lancamento
150000000185; 19568.02
150000000186; Sem lancamento
150000000187; 2700
150000000189; 1146
150000000190; Sem lancamento
150000000191; 8088.74
150000000192; 15000
150000000193; Sem lancamento
150000000194; 577519.75
150000000195; 20449.25
150000000196; Sem lancamento
150000000197; 3000
150000000198; 10045.24
150000000199; 402402.66
150000000200; Sem lancamento
150000000201; 205243.25
150000000202; 9815.24
150000000203; 600
150000000204; 45077.87
150000000205; 99457
150000000206; 500
150000000207; 882050
150000000020; 2980
150000000021; 5555
150000000022; 10182
150000000023; Sem prestacao
150000000024; 510
150000000025; 3330
150000000026; 480
150000000027; Sem prestacao
150000000028; 10809.66
150000000029; 480
150000000030; 10374.4
150000000031; 5600
150000000032; Sem lancamento
150000000033; 465
150000000034; 790
150000000035; 1850
150000000036; 11617.6
150000000037; Sem prestacao
150000000040; 25275.25
150000000041; 12347.49
150000000042; 144672.6
150000000043; 10508.24
150000000044; 32468.61
150000000045; Sem prestacao
150000000046; 258814.86
150000000047; 1900
150000000048; 1490
150000000049; 600
150000000050; 410325.24
150000000051; Sem lancamento
150000000052; 13028775.59
150000000053; Sem prestacao
150000000054; 2118947
150000000055; Sem prestacao
150000000056; Sem prestacao
150000000057; 335871.87
150000000058; 153805
150000000059; Sem lancamento
150000000060; 1448
150000000061; 4337.36
150000000062; 496
150000000063; 2950
150000000064; 9833.93
150000000065; Sem prestacao
150000000066; Sem lancamento
150000000067; Sem prestacao
150000000068; 5717.36
150000000069; 5207.36
150000000070; 6103.26
150000000071; 200
150000000072; Sem lancamento
150000000073; 6563.26
150000000074; 4370
150000000075; 17120
150000000076; 6065.36
150000000077; Sem lancamento
150000000078; 397252.2
150000000079; Sem lancamento
150000000080; 200
150000000081; 9018.36
150000000082; 4897.36
150000000083; Sem lancamento
150000000084; 2440
150000000085; 5965.76
150000000086; Sem prestacao
150000000087; Sem lancamento
150000000088; Sem lancamento
150000000089; Sem prestacao
150000000090; Sem prestacao
150000000091; Sem lancamento
150000000092; 2090
150000000093; Sem lancamento
150000000094; 130821.36
150000000001; 12970
150000000002; Sem prestacao
150000000003; Sem prestacao
150000000004; Sem prestacao
150000000005; 321.43
150000000006; 250
150000000007; Sem prestacao
150000000008; 270.3
150000000010; 17899.31
150000000011; 6350
150000000012; 1450
150000000013; Sem prestacao
150000000014; 2105
150000000015; 4710
150000000016; 915
150000000017; 915
150000000018; 6417.23
150000000019; Sem prestacao
150000000116; Sem lancamento
150000000117; Sem prestacao
150000000118; Sem lancamento
150000000119; 5130
150000000120; Sem lancamento
150000000121; 8034.1
150000000122; 6633.46
150000000123; Sem prestacao
150000000124; 510
150000000125; 13694
150000000126; Sem prestacao
150000000127; 1370
150000000128; Sem prestacao
150000000129; 95923.36
150000000131; Sem prestacao
150000000132; 310
150000000133; Sem prestacao
150000000134; 91915.04
150000000135; Sem lancamento
150000000136; 2892.4
150000000137; Sem lancamento
150000000138; Sem prestacao
150000000139; 29451.46
150000000140; 4324
150000000141; 4732.36
150000000142; 191535
150000000143; 187939.25
150000000144; 5597.36
150000000145; 16563.36
150000000146; Sem lancamento
150000000147; Sem lancamento
150000000148; Sem lancamento
150000000149; Sem lancamento
150000000150; Sem lancamento
150000000151; Sem lancamento
150000000152; Sem lancamento
150000000153; Sem lancamento
150000000154; Sem prestacao
150000000155; Sem lancamento
150000000156; 9682913.32
150000000157; Sem prestacao
150000000158; 4245804.42
150000000160; Sem prestacao
150000000161; 600
150000000162; 297911.06
150000000163; 327071.53
150000000164; 18617.66
150000000165; Sem lancamento
150000000166; 298858.05
150000000167; 146641.67
150000000168; 117261.67
150000000169; 367315.66
150000000170; 138037.12
150000000263; 2500
150000000264; 33387.5
150000000265; 2000
150000000266; 1610.5
150000000267; 3455.49
150000000268; 3827
150000000269; 32365.35
150000000270; 3000
150000000271; 6307
150000000272; 6658
150000000273; 6719.45
150000000274; 50020
150000000275; Sem prestacao
150000000276; 17114.75
150000000277; 81911.12
150000000278; 2198
150000000279; Sem lancamento
150000000280; Sem lancamento
150000000281; Sem prestacao
150000000282; Sem lancamento
150000000283; 180908.81
150000000284; 73598.49
150000000285; 1800
150000000287; 5831.31
150000000288; 5083.49
150000000290; 14970.25
150000000291; 4682.99
150000000292; 249280.36
150000000293; 265548.75
150000000294; 10059.5
150000000295; 205296.6
150000000296; 302079.8
150000000297; 102953.66
150000000298; 101756
150000000299; Sem lancamento
150000000208; Sem lancamento
150000000210; 13272.25
150000000211; 768.4
150000000212; 4273.25
150000000213; 5083.25
150000000214; Sem prestacao
150000000215; 6345.24
150000000216; 16648.25
150000000217; 400
150000000218; Sem prestacao
150000000219; 307
150000000220; 23339.64
150000000221; 9159.24
150000000222; 1218
150000000223; Sem lancamento
150000000224; 76870
150000000225; Sem prestacao
150000000226; 107435.25
150000000227; 15225.24
150000000228; 2172
150000000230; Sem lancamento
150000000231; Sem lancamento
150000000232; 116010.99
150000000233; Sem prestacao
150000000234; 5738.01
150000000235; 800
150000000236; 500
150000000237; Sem lancamento
150000000238; 4631
150000000239; 6434.49
150000000240; 106086.74
150000000241; Sem prestacao
